5.84097e-11	1.54756e-11
7.73536e-11	1.6274e-11
5.51207e-11	1.53008e-11
9.36169e-11	1.67642e-11
1.84093e-11	1.17371e-11
3.45201e-11	1.38004e-11
6.49575e-11	1.57876e-11
6.29079e-11	1.56947e-11
9.32002e-11	1.67533e-11
3.85243e-11	1.41627e-11
6.15287e-11	1.56298e-11
9.65753e-11	1.68398e-11
8.31365e-11	1.64644e-11
2.728e-11	1.30168e-11
4.27816e-11	1.45041e-11
5.47053e-11	1.52777e-11
7.57163e-11	1.62163e-11
1.7213e-11	1.15278e-11
1.40478e-11	1.0919e-11
7.1078e-12	9.22059e-12
5.10139e-11	1.50626e-11
9.63752e-12	9.90855e-12
2.06392e-11	1.2101e-11
2.80216e-11	1.3106e-11
5.55851e-11	1.53263e-11
9.40285e-11	1.67749e-11
9.00525e-11	1.66681e-11
1.18315e-11	1.04378e-11
2.4641e-11	1.26795e-11
9.97753e-11	1.69177e-11
7.53914e-11	1.62046e-11
4.88461e-11	1.49268e-11
3.49512e-11	1.38415e-11
9.62793e-11	1.68324e-11
3.81319e-11	1.4129e-11
8.71724e-11	1.65862e-11
7.75585e-11	1.62811e-11
6.7244e-11	1.58866e-11
9.91288e-11	1.69023e-11
8.35908e-11	1.64786e-11
9.62758e-11	1.68323e-11
6.62733e-12	9.07919e-12
5.91867e-11	1.5515e-11
5.64597e-11	1.53736e-11
8.83366e-11	1.66198e-11
5.56369e-11	1.53291e-11
5.609e-11	1.53537e-11
3.13022e-11	1.34749e-11
9.03154e-11	1.66754e-11
9.69348e-11	1.68488e-11
8.77727e-11	1.66036e-11
4.79748e-11	1.48701e-11
9.41916e-11	1.67792e-11
3.39623e-11	1.37463e-11
9.71369e-11	1.68538e-11
1.25012e-11	1.05885e-11
1.7749e-11	1.16229e-11
3.69942e-11	1.40293e-11
9.28484e-12	9.81796e-12
5.54979e-11	1.53215e-11
7.45448e-11	1.61739e-11
2.77154e-11	1.30694e-11
1.21276e-11	1.0505e-11
5.91406e-11	1.55127e-11
4.76382e-11	1.48479e-11
2.54413e-11	1.27852e-11
1.01758e-11	1.00438e-11
8.25547e-11	1.64462e-11
9.28689e-12	9.81849e-12
9.30719e-11	1.67499e-11
5.5051e-11	1.52969e-11
5.36251e-11	1.52167e-11
3.48676e-11	1.38336e-11
7.6732e-11	1.62523e-11
5.87575e-11	1.54933e-11
6.04326e-11	1.55768e-11
5.29014e-11	1.5175e-11
7.78458e-11	1.6291e-11
6.2641e-11	1.56823e-11
9.476e-11	1.67938e-11
8.33598e-11	1.64714e-11
8.89324e-12	9.71544e-12
1.85927e-12	7.44478e-12
6.45032e-11	1.57673e-11
1.9935e-12	7.49746e-12
2.23494e-11	1.2359e-11
6.37609e-11	1.57338e-11
8.31466e-11	1.64648e-11
3.13515e-11	1.34802e-11
2.39597e-11	1.25871e-11
4.37198e-11	1.4574e-11
6.79375e-11	1.59158e-11
5.7661e-11	1.5437e-11
3.36961e-11	1.37202e-11
4.85342e-11	1.49067e-11
9.94302e-11	1.69095e-11
2.97224e-11	1.33023e-11
9.93807e-12	9.98449e-12
6.3596e-11	1.57263e-11
2.66722e-11	1.29419e-11
4.06259e-11	1.43364e-11
5.36643e-12	8.68984e-12
7.26052e-11	1.61016e-11
9.61952e-11	1.68303e-11
6.94657e-11	1.59785e-11
1.08042e-11	1.01971e-11
4.30083e-11	1.45212e-11
7.16651e-11	1.60655e-11
3.58707e-11	1.39275e-11
2.11041e-11	1.21728e-11
4.50405e-11	1.46695e-11
8.20103e-12	9.52908e-12
1.83033e-12	7.43337e-12
8.60764e-11	1.6554e-11
9.21703e-11	1.67259e-11
9.06424e-11	1.66844e-11
4.12485e-11	1.43858e-11
1.77117e-11	1.16163e-11
3.23784e-11	1.35875e-11
2.41054e-11	1.2607e-11
3.82899e-11	1.41426e-11
2.61965e-11	1.28821e-11
1.84479e-11	1.17437e-11
5.24902e-11	1.51509e-11
2.87272e-11	1.31888e-11
5.9985e-11	1.55548e-11
9.60816e-11	1.68275e-11
2.87004e-11	1.31857e-11
3.36052e-11	1.37112e-11
5.89498e-11	1.55031e-11
3.19471e-11	1.35429e-11
3.47546e-11	1.38228e-11
1.96336e-11	1.19409e-11
9.87428e-11	1.6893e-11
7.58203e-11	1.622e-11
7.49425e-11	1.61884e-11
1.04053e-11	1.01003e-11
1.67778e-11	1.14489e-11
1.77979e-11	1.16314e-11
5.54924e-11	1.53212e-11
2.08556e-11	1.21346e-11
9.53579e-11	1.68091e-11
2.68141e-11	1.29595e-11
3.29504e-11	1.36458e-11
2.18541e-11	1.22861e-11
4.59604e-11	1.47341e-11
9.07632e-11	1.66877e-11
3.29599e-11	1.36467e-11
9.14869e-11	1.67075e-11
9.04923e-12	9.75652e-12
4.12955e-11	1.43895e-11
4.28245e-11	1.45073e-11
1.48439e-11	1.10802e-11
1.29094e-11	1.0678e-11
9.15518e-11	1.67092e-11
8.54632e-11	1.65357e-11
9.05866e-11	1.66829e-11
8.27212e-11	1.64514e-11
